dpi	animal	observation	score
116	433	abnormal activity level: excited	0
116	433	abnormal activity level: slow	0
116	433	abnormal gait	0
116	433	abnormal landing from drop	0
116	433	abnormal pelvic elevation: high	0
116	433	abnormal pelvic elevation: low	0
116	433	abnormal posture	0
116	433	abnormal tail elevation	0
116	433	ataxia	0
116	433	bladder	0
116	433	blank stare	0
116	433	circling	0
116	433	clasping  front and back legs	0
116	433	clasping back legs	0
116	433	clasping front legs	0
116	433	convulsions	0
116	433	dehydrated	0
116	433	delayed hot plate response >5sec	0
116	433	doesn't reach for bar	0
116	433	doesn't see bar	0
116	433	head tilt	0
116	433	head-bobbing	0
116	433	hunched	0
116	433	increased vocalization	0
116	433	kyphosis	0
116	433	lacks balance on edge of cage	0
116	433	lacks righting reflex	0
116	433	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
116	433	lethargic	0
116	433	moribund	0
116	433	neophobia (freezing)	1
116	433	no balance on bar	0
116	433	no bite reflex	0
116	433	no leg resistance	1
116	433	no reaction to toe pinch	0
116	433	paralysis	0
116	433	tail suspension: poor or no splay	1
116	433	weak grip: bar (fall only)	2
116	433	weak grip: grid, forelimb	0
116	433	weak grip: hindlimb hang	0
116	434	abnormal activity level: excited	0.0
116	434	abnormal activity level: slow	0.0
116	434	abnormal gait	0.0
116	434	abnormal landing from drop	1.0
116	434	abnormal pelvic elevation: high	0.0
116	434	abnormal pelvic elevation: low	0.0
116	434	abnormal posture	0.0
116	434	abnormal tail elevation	0.0
116	434	ataxia	0.0
116	434	bladder	0.0
116	434	blank stare	0.0
116	434	circling	0.0
116	434	clasping  front and back legs	0.0
116	434	clasping back legs	2.0
116	434	clasping front legs	0.0
116	434	convulsions	0.0
116	434	dehydrated	0.0
116	434	delayed hot plate response >5sec	0.0
116	434	doesn't reach for bar	0.0
116	434	doesn't see bar	0.0
116	434	head tilt	0.0
116	434	head-bobbing	0.0
116	434	hunched	0.0
116	434	increased vocalization	0.0
116	434	kyphosis	0.0
116	434	lacks balance on edge of cage	0.0
116	434	lacks righting reflex	0.0
116	434	lacks righting reflex (flipped on back by tail, not contact right reflex)	0.0
116	434	lethargic	0.0
116	434	moribund	0.0
116	434	neophobia (freezing)	1.0
116	434	no balance on bar	0.0
116	434	no bite reflex	0.0
116	434	no leg resistance	1.0
116	434	no reaction to toe pinch	0.0
116	434	paralysis	0.0
116	434	tail suspension: poor or no splay	0.0
116	434	weak grip: bar (fall only)	2.0
116	434	weak grip: grid, forelimb	0.0
116	434	weak grip: hindlimb hang	0.0
116	437	abnormal activity level: excited	0
116	437	abnormal activity level: slow	0
116	437	abnormal gait	0
116	437	abnormal landing from drop	0
116	437	abnormal pelvic elevation: high	0
116	437	abnormal pelvic elevation: low	0
116	437	abnormal posture	0
116	437	abnormal tail elevation	0
116	437	ataxia	0
116	437	bladder	0
116	437	blank stare	0
116	437	circling	0
116	437	clasping  front and back legs	0
116	437	clasping back legs	0
116	437	clasping front legs	0
116	437	convulsions	0
116	437	dehydrated	0
116	437	delayed hot plate response >5sec	0
116	437	doesn't reach for bar	0
116	437	doesn't see bar	0
116	437	head tilt	0
116	437	head-bobbing	0
116	437	hunched	0
116	437	increased vocalization	0
116	437	kyphosis	0
116	437	lacks balance on edge of cage	0
116	437	lacks righting reflex	0
116	437	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
116	437	lethargic	0
116	437	moribund	0
116	437	neophobia (freezing)	1
116	437	no balance on bar	2
116	437	no bite reflex	0
116	437	no leg resistance	1
116	437	no reaction to toe pinch	0
116	437	paralysis	0
116	437	tail suspension: poor or no splay	0
116	437	weak grip: bar (fall only)	2
116	437	weak grip: grid, forelimb	0
116	437	weak grip: hindlimb hang	0
116	438	abnormal activity level: excited	0.0
116	438	abnormal activity level: slow	0.0
116	438	abnormal gait	0.0
116	438	abnormal landing from drop	0.0
116	438	abnormal pelvic elevation: high	0.0
116	438	abnormal pelvic elevation: low	0.0
116	438	abnormal posture	0.0
116	438	abnormal tail elevation	0.0
116	438	ataxia	0.0
116	438	bladder	0.0
116	438	blank stare	0.0
116	438	circling	0.0
116	438	clasping  front and back legs	0.0
116	438	clasping back legs	0.0
116	438	clasping front legs	0.0
116	438	convulsions	0.0
116	438	dehydrated	0.0
116	438	delayed hot plate response >5sec	0.0
116	438	doesn't reach for bar	0.0
116	438	doesn't see bar	0.0
116	438	head tilt	0.0
116	438	head-bobbing	0.0
116	438	hunched	0.0
116	438	increased vocalization	0.0
116	438	kyphosis	0.0
116	438	lacks balance on edge of cage	0.0
116	438	lacks righting reflex	0.0
116	438	lacks righting reflex (flipped on back by tail, not contact right reflex)	0.0
116	438	lethargic	0.0
116	438	moribund	0.0
116	438	neophobia (freezing)	1.0
116	438	no balance on bar	0.0
116	438	no bite reflex	0.0
116	438	no leg resistance	1.0
116	438	no reaction to toe pinch	0.0
116	438	paralysis	0.0
116	438	tail suspension: poor or no splay	0.0
116	438	weak grip: bar (fall only)	2.0
116	438	weak grip: grid, forelimb	0.0
116	438	weak grip: hindlimb hang	0.0
116	439	abnormal activity level: excited	0
116	439	abnormal activity level: slow	0
116	439	abnormal gait	0
116	439	abnormal landing from drop	0
116	439	abnormal pelvic elevation: high	0
116	439	abnormal pelvic elevation: low	0
116	439	abnormal posture	0
116	439	abnormal tail elevation	0
116	439	ataxia	0
116	439	bladder	2
116	439	blank stare	0
116	439	circling	0
116	439	clasping  front and back legs	0
116	439	clasping back legs	0
116	439	clasping front legs	0
116	439	convulsions	0
116	439	dehydrated	0
116	439	delayed hot plate response >5sec	0
116	439	doesn't reach for bar	0
116	439	doesn't see bar	0
116	439	head tilt	0
116	439	head-bobbing	0
116	439	hunched	0
116	439	increased vocalization	0
116	439	kyphosis	0
116	439	lacks balance on edge of cage	0
116	439	lacks righting reflex	0
116	439	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
116	439	lethargic	0
116	439	moribund	0
116	439	neophobia (freezing)	0
116	439	no balance on bar	0
116	439	no bite reflex	0
116	439	no leg resistance	1
116	439	no reaction to toe pinch	0
116	439	paralysis	0
116	439	tail suspension: poor or no splay	0
116	439	weak grip: bar (fall only)	2
116	439	weak grip: grid, forelimb	0
116	439	weak grip: hindlimb hang	0
116	440	abnormal activity level: excited	0.0
116	440	abnormal activity level: slow	0.0
116	440	abnormal gait	0.0
116	440	abnormal landing from drop	0.0
116	440	abnormal pelvic elevation: high	0.0
116	440	abnormal pelvic elevation: low	0.0
116	440	abnormal posture	0.0
116	440	abnormal tail elevation	0.0
116	440	ataxia	0.0
116	440	bladder	0.0
116	440	blank stare	0.0
116	440	circling	0.0
116	440	clasping  front and back legs	0.0
116	440	clasping back legs	0.0
116	440	clasping front legs	0.0
116	440	convulsions	0.0
116	440	dehydrated	0.0
116	440	delayed hot plate response >5sec	0.0
116	440	doesn't reach for bar	0.0
116	440	doesn't see bar	0.0
116	440	head tilt	0.0
116	440	head-bobbing	0.0
116	440	hunched	0.0
116	440	increased vocalization	0.0
116	440	kyphosis	0.0
116	440	lacks balance on edge of cage	0.0
116	440	lacks righting reflex	0.0
116	440	lacks righting reflex (flipped on back by tail, not contact right reflex)	0.0
116	440	lethargic	0.0
116	440	moribund	0.0
116	440	neophobia (freezing)	0.0
116	440	no balance on bar	0.0
116	440	no bite reflex	0.0
116	440	no leg resistance	1.0
116	440	no reaction to toe pinch	0.0
116	440	paralysis	0.0
116	440	tail suspension: poor or no splay	0.0
116	440	weak grip: bar (fall only)	2.0
116	440	weak grip: grid, forelimb	0.0
116	440	weak grip: hindlimb hang	0.0
116	442	abnormal activity level: excited	0
116	442	abnormal activity level: slow	0
116	442	abnormal gait	0
116	442	abnormal landing from drop	0
116	442	abnormal pelvic elevation: high	0
116	442	abnormal pelvic elevation: low	0
116	442	abnormal posture	0
116	442	abnormal tail elevation	0
116	442	ataxia	0
116	442	bladder	2
116	442	blank stare	0
116	442	circling	0
116	442	clasping  front and back legs	0
116	442	clasping back legs	0
116	442	clasping front legs	0
116	442	convulsions	0
116	442	dehydrated	0
116	442	delayed hot plate response >5sec	0
116	442	doesn't reach for bar	0
116	442	doesn't see bar	0
116	442	head tilt	0
116	442	head-bobbing	0
116	442	hunched	0
116	442	increased vocalization	0
116	442	kyphosis	0
116	442	lacks balance on edge of cage	0
116	442	lacks righting reflex	0
116	442	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
116	442	lethargic	0
116	442	moribund	0
116	442	neophobia (freezing)	0
116	442	no balance on bar	0
116	442	no bite reflex	0
116	442	no leg resistance	1
116	442	no reaction to toe pinch	0
116	442	paralysis	0
116	442	tail suspension: poor or no splay	0
116	442	weak grip: bar (fall only)	2
116	442	weak grip: grid, forelimb	0
116	442	weak grip: hindlimb hang	0
135	400	abnormal activity level: excited	0
135	400	abnormal activity level: slow	0
135	400	abnormal gait	0
135	400	abnormal landing from drop	0
135	400	abnormal pelvic elevation: high	0
135	400	abnormal pelvic elevation: low	0
135	400	abnormal posture	0
135	400	abnormal tail elevation	0
135	400	ataxia	0
135	400	bladder	0
135	400	blank stare	0
135	400	circling	0
135	400	clasping  front and back legs	0
135	400	clasping back legs	0
135	400	clasping front legs	0
135	400	convulsions	0
135	400	dehydrated	0
135	400	delayed hot plate response >5sec	0
135	400	doesn't reach for bar	0
135	400	doesn't see bar	0
135	400	head tilt	0
135	400	head-bobbing	0
135	400	hunched	0
135	400	increased vocalization	0
135	400	kyphosis	0
135	400	lacks balance on edge of cage	0
135	400	lacks righting reflex	0
135	400	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
135	400	lethargic	0
135	400	moribund	0
135	400	neophobia (freezing)	2
135	400	no balance on bar	0
135	400	no bite reflex	0
135	400	no leg resistance	1
135	400	no reaction to toe pinch	0
135	400	paralysis	0
135	400	tail suspension: poor or no splay	0
135	400	weak grip: bar (fall only)	2
135	400	weak grip: grid, forelimb	1
135	400	weak grip: hindlimb hang	0
135	401	abnormal activity level: excited	0.0
135	401	abnormal activity level: slow	0.0
135	401	abnormal gait	0.0
135	401	abnormal landing from drop	0.0
135	401	abnormal pelvic elevation: high	0.0
135	401	abnormal pelvic elevation: low	0.0
135	401	abnormal posture	0.0
135	401	abnormal tail elevation	0.0
135	401	ataxia	0.0
135	401	bladder	0.0
135	401	blank stare	0.0
135	401	circling	0.0
135	401	clasping  front and back legs	0.0
135	401	clasping back legs	0.0
135	401	clasping front legs	0.0
135	401	convulsions	0.0
135	401	dehydrated	0.0
135	401	delayed hot plate response >5sec	0.0
135	401	doesn't reach for bar	0.0
135	401	doesn't see bar	0.0
135	401	head tilt	0.0
135	401	head-bobbing	0.0
135	401	hunched	0.0
135	401	increased vocalization	0.0
135	401	kyphosis	0.0
135	401	lacks balance on edge of cage	0.0
135	401	lacks righting reflex	0.0
135	401	lacks righting reflex (flipped on back by tail, not contact right reflex)	0.0
135	401	lethargic	0.0
135	401	moribund	0.0
135	401	neophobia (freezing)	0.0
135	401	no balance on bar	0.0
135	401	no bite reflex	0.0
135	401	no leg resistance	0.0
135	401	no reaction to toe pinch	0.0
135	401	paralysis	0.0
135	401	tail suspension: poor or no splay	0.0
135	401	weak grip: bar (fall only)	2.0
135	401	weak grip: grid, forelimb	1.0
135	401	weak grip: hindlimb hang	0.0
135	402	abnormal activity level: excited	0
135	402	abnormal activity level: slow	0
135	402	abnormal gait	0
135	402	abnormal landing from drop	1
135	402	abnormal pelvic elevation: high	0
135	402	abnormal pelvic elevation: low	0
135	402	abnormal posture	0
135	402	abnormal tail elevation	0
135	402	ataxia	0
135	402	bladder	0
135	402	blank stare	0
135	402	circling	0
135	402	clasping  front and back legs	0
135	402	clasping back legs	0
135	402	clasping front legs	0
135	402	convulsions	0
135	402	dehydrated	0
135	402	delayed hot plate response >5sec	0
135	402	doesn't reach for bar	0
135	402	doesn't see bar	0
135	402	head tilt	0
135	402	head-bobbing	0
135	402	hunched	0
135	402	increased vocalization	0
135	402	kyphosis	0
135	402	lacks balance on edge of cage	0
135	402	lacks righting reflex	0
135	402	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
135	402	lethargic	0
135	402	moribund	0
135	402	neophobia (freezing)	0
135	402	no balance on bar	0
135	402	no bite reflex	2
135	402	no leg resistance	1
135	402	no reaction to toe pinch	0
135	402	paralysis	0
135	402	tail suspension: poor or no splay	0
135	402	weak grip: bar (fall only)	0
135	402	weak grip: grid, forelimb	0
135	402	weak grip: hindlimb hang	0
135	403	abnormal activity level: excited	0
135	403	abnormal activity level: slow	0
135	403	abnormal gait	0
135	403	abnormal landing from drop	0
135	403	abnormal pelvic elevation: high	0
135	403	abnormal pelvic elevation: low	0
135	403	abnormal posture	0
135	403	abnormal tail elevation	0
135	403	ataxia	0
135	403	bladder	2
135	403	blank stare	0
135	403	circling	0
135	403	clasping  front and back legs	2
135	403	clasping back legs	0
135	403	clasping front legs	1
135	403	convulsions	0
135	403	dehydrated	0
135	403	delayed hot plate response >5sec	0
135	403	doesn't reach for bar	0
135	403	doesn't see bar	0
135	403	head tilt	0
135	403	head-bobbing	0
135	403	hunched	0
135	403	increased vocalization	0
135	403	kyphosis	0
135	403	lacks balance on edge of cage	0
135	403	lacks righting reflex	0
135	403	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
135	403	lethargic	0
135	403	moribund	0
135	403	neophobia (freezing)	2
135	403	no balance on bar	0
135	403	no bite reflex	0
135	403	no leg resistance	1
135	403	no reaction to toe pinch	0
135	403	paralysis	0
135	403	tail suspension: poor or no splay	0
135	403	weak grip: bar (fall only)	0
135	403	weak grip: grid, forelimb	0
135	403	weak grip: hindlimb hang	0
135	404	abnormal activity level: excited	0
135	404	abnormal activity level: slow	0
135	404	abnormal gait	0
135	404	abnormal landing from drop	0
135	404	abnormal pelvic elevation: high	0
135	404	abnormal pelvic elevation: low	0
135	404	abnormal posture	0
135	404	abnormal tail elevation	0
135	404	ataxia	0
135	404	bladder	0
135	404	blank stare	0
135	404	circling	0
135	404	clasping  front and back legs	0
135	404	clasping back legs	0
135	404	clasping front legs	0
135	404	convulsions	0
135	404	dehydrated	0
135	404	delayed hot plate response >5sec	0
135	404	doesn't reach for bar	0
135	404	doesn't see bar	0
135	404	head tilt	0
135	404	head-bobbing	0
135	404	hunched	0
135	404	increased vocalization	0
135	404	kyphosis	0
135	404	lacks balance on edge of cage	0
135	404	lacks righting reflex	0
135	404	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
135	404	lethargic	0
135	404	moribund	0
135	404	neophobia (freezing)	0
135	404	no balance on bar	0
135	404	no bite reflex	2
135	404	no leg resistance	1
135	404	no reaction to toe pinch	0
135	404	paralysis	0
135	404	tail suspension: poor or no splay	0
135	404	weak grip: bar (fall only)	2
135	404	weak grip: grid, forelimb	1
135	404	weak grip: hindlimb hang	0
135	405	abnormal activity level: excited	0
135	405	abnormal activity level: slow	0
135	405	abnormal gait	0
135	405	abnormal landing from drop	0
135	405	abnormal pelvic elevation: high	0
135	405	abnormal pelvic elevation: low	0
135	405	abnormal posture	0
135	405	abnormal tail elevation	0
135	405	ataxia	0
135	405	bladder	1
135	405	blank stare	0
135	405	circling	0
135	405	clasping  front and back legs	0
135	405	clasping back legs	0
135	405	clasping front legs	0
135	405	convulsions	0
135	405	dehydrated	0
135	405	delayed hot plate response >5sec	1
135	405	doesn't reach for bar	0
135	405	doesn't see bar	0
135	405	head tilt	0
135	405	head-bobbing	0
135	405	hunched	0
135	405	increased vocalization	0
135	405	kyphosis	0
135	405	lacks balance on edge of cage	0
135	405	lacks righting reflex	0
135	405	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
135	405	lethargic	0
135	405	moribund	0
135	405	neophobia (freezing)	0
135	405	no balance on bar	0
135	405	no bite reflex	0
135	405	no leg resistance	1
135	405	no reaction to toe pinch	0
135	405	paralysis	0
135	405	tail suspension: poor or no splay	0
135	405	weak grip: bar (fall only)	2
135	405	weak grip: grid, forelimb	1
135	405	weak grip: hindlimb hang	0
135	406	abnormal activity level: excited	0
135	406	abnormal activity level: slow	0
135	406	abnormal gait	0
135	406	abnormal landing from drop	0
135	406	abnormal pelvic elevation: high	0
135	406	abnormal pelvic elevation: low	0
135	406	abnormal posture	0
135	406	abnormal tail elevation	0
135	406	ataxia	0
135	406	bladder	1
135	406	blank stare	0
135	406	circling	0
135	406	clasping  front and back legs	0
135	406	clasping back legs	0
135	406	clasping front legs	0
135	406	convulsions	0
135	406	dehydrated	0
135	406	delayed hot plate response >5sec	0
135	406	doesn't reach for bar	0
135	406	doesn't see bar	0
135	406	head tilt	0
135	406	head-bobbing	0
135	406	hunched	0
135	406	increased vocalization	0
135	406	kyphosis	0
135	406	lacks balance on edge of cage	0
135	406	lacks righting reflex	0
135	406	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
135	406	lethargic	0
135	406	moribund	0
135	406	neophobia (freezing)	0
135	406	no balance on bar	0
135	406	no bite reflex	0
135	406	no leg resistance	0
135	406	no reaction to toe pinch	0
135	406	paralysis	0
135	406	tail suspension: poor or no splay	0
135	406	weak grip: bar (fall only)	2
135	406	weak grip: grid, forelimb	1
135	406	weak grip: hindlimb hang	0
135	407	abnormal activity level: excited	2
135	407	abnormal activity level: slow	0
135	407	abnormal gait	0
135	407	abnormal landing from drop	0
135	407	abnormal pelvic elevation: high	0
135	407	abnormal pelvic elevation: low	0
135	407	abnormal posture	0
135	407	abnormal tail elevation	0
135	407	ataxia	0
135	407	bladder	2
135	407	blank stare	0
135	407	circling	0
135	407	clasping  front and back legs	0
135	407	clasping back legs	0
135	407	clasping front legs	0
135	407	convulsions	0
135	407	dehydrated	0
135	407	delayed hot plate response >5sec	1
135	407	doesn't reach for bar	0
135	407	doesn't see bar	0
135	407	head tilt	0
135	407	head-bobbing	0
135	407	hunched	0
135	407	increased vocalization	0
135	407	kyphosis	0
135	407	lacks balance on edge of cage	0
135	407	lacks righting reflex	0
135	407	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
135	407	lethargic	0
135	407	moribund	0
135	407	neophobia (freezing)	0
135	407	no balance on bar	0
135	407	no bite reflex	0
135	407	no leg resistance	0
135	407	no reaction to toe pinch	0
135	407	paralysis	0
135	407	tail suspension: poor or no splay	0
135	407	weak grip: bar (fall only)	0
135	407	weak grip: grid, forelimb	0
135	407	weak grip: hindlimb hang	0
135	409	abnormal activity level: excited	0
135	409	abnormal activity level: slow	0
135	409	abnormal gait	0
135	409	abnormal landing from drop	0
135	409	abnormal pelvic elevation: high	0
135	409	abnormal pelvic elevation: low	0
135	409	abnormal posture	0
135	409	abnormal tail elevation	0
135	409	ataxia	0
135	409	bladder	0
135	409	blank stare	0
135	409	circling	0
135	409	clasping  front and back legs	0
135	409	clasping back legs	0
135	409	clasping front legs	0
135	409	convulsions	0
135	409	dehydrated	0
135	409	delayed hot plate response >5sec	0
135	409	doesn't reach for bar	0
135	409	doesn't see bar	0
135	409	head tilt	0
135	409	head-bobbing	0
135	409	hunched	0
135	409	increased vocalization	0
135	409	kyphosis	0
135	409	lacks balance on edge of cage	0
135	409	lacks righting reflex	0
135	409	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
135	409	lethargic	0
135	409	moribund	0
135	409	neophobia (freezing)	0
135	409	no balance on bar	0
135	409	no bite reflex	2
135	409	no leg resistance	1
135	409	no reaction to toe pinch	0
135	409	paralysis	0
135	409	tail suspension: poor or no splay	0
135	409	weak grip: bar (fall only)	2
135	409	weak grip: grid, forelimb	0
135	409	weak grip: hindlimb hang	0
135	410	abnormal activity level: excited	0.0
135	410	abnormal activity level: slow	0.0
135	410	abnormal gait	1.0
135	410	abnormal landing from drop	0.0
135	410	abnormal pelvic elevation: high	0.0
135	410	abnormal pelvic elevation: low	0.0
135	410	abnormal posture	0.0
135	410	abnormal tail elevation	0.0
135	410	ataxia	0.0
135	410	bladder	0.0
135	410	blank stare	0.0
135	410	circling	0.0
135	410	clasping  front and back legs	2.0
135	410	clasping back legs	2.0
135	410	clasping front legs	0.0
135	410	convulsions	0.0
135	410	dehydrated	0.0
135	410	delayed hot plate response >5sec	0.0
135	410	doesn't reach for bar	0.0
135	410	doesn't see bar	0.0
135	410	head tilt	0.0
135	410	head-bobbing	0.0
135	410	hunched	0.0
135	410	increased vocalization	0.0
135	410	kyphosis	0.0
135	410	lacks balance on edge of cage	0.0
135	410	lacks righting reflex	0.0
135	410	lacks righting reflex (flipped on back by tail, not contact right reflex)	0.0
135	410	lethargic	0.0
135	410	moribund	0.0
135	410	neophobia (freezing)	0.0
135	410	no balance on bar	0.0
135	410	no bite reflex	0.0
135	410	no leg resistance	0.0
135	410	no reaction to toe pinch	0.0
135	410	paralysis	0.0
135	410	tail suspension: poor or no splay	0.0
135	410	weak grip: bar (fall only)	2.0
135	410	weak grip: grid, forelimb	0.0
135	410	weak grip: hindlimb hang	0.0
135	426	abnormal activity level: excited	0.0
135	426	abnormal activity level: slow	2.0
135	426	abnormal gait	0.0
135	426	abnormal landing from drop	0.0
135	426	abnormal pelvic elevation: high	0.0
135	426	abnormal pelvic elevation: low	0.0
135	426	abnormal posture	0.0
135	426	abnormal tail elevation	0.0
135	426	ataxia	0.0
135	426	bladder	1.0
135	426	blank stare	0.0
135	426	circling	0.0
135	426	clasping  front and back legs	0.0
135	426	clasping back legs	2.0
135	426	clasping front legs	0.0
135	426	convulsions	0.0
135	426	dehydrated	0.0
135	426	delayed hot plate response >5sec	0.0
135	426	doesn't reach for bar	0.0
135	426	doesn't see bar	0.0
135	426	head tilt	0.0
135	426	head-bobbing	0.0
135	426	hunched	0.0
135	426	increased vocalization	0.0
135	426	kyphosis	0.0
135	426	lacks balance on edge of cage	0.0
135	426	lacks righting reflex	0.0
135	426	lacks righting reflex (flipped on back by tail, not contact right reflex)	0.0
135	426	lethargic	0.0
135	426	moribund	0.0
135	426	neophobia (freezing)	2.0
135	426	no balance on bar	1.0
135	426	no bite reflex	0.0
135	426	no leg resistance	1.0
135	426	no reaction to toe pinch	2.0
135	426	paralysis	0.0
135	426	tail suspension: poor or no splay	1.0
135	426	weak grip: bar (fall only)	2.0
135	426	weak grip: grid, forelimb	0.0
135	426	weak grip: hindlimb hang	0.0
135	427	abnormal activity level: excited	0.0
135	427	abnormal activity level: slow	2.0
135	427	abnormal gait	0.0
135	427	abnormal landing from drop	0.0
135	427	abnormal pelvic elevation: high	0.0
135	427	abnormal pelvic elevation: low	1.0
135	427	abnormal posture	0.0
135	427	abnormal tail elevation	0.0
135	427	ataxia	0.0
135	427	bladder	2.0
135	427	blank stare	0.0
135	427	circling	0.0
135	427	clasping  front and back legs	0.0
135	427	clasping back legs	1.0
135	427	clasping front legs	0.0
135	427	convulsions	0.0
135	427	dehydrated	0.0
135	427	delayed hot plate response >5sec	0.0
135	427	doesn't reach for bar	0.0
135	427	doesn't see bar	0.0
135	427	head tilt	0.0
135	427	head-bobbing	0.0
135	427	hunched	0.0
135	427	increased vocalization	0.0
135	427	kyphosis	0.0
135	427	lacks balance on edge of cage	0.0
135	427	lacks righting reflex	0.0
135	427	lacks righting reflex (flipped on back by tail, not contact right reflex)	0.0
135	427	lethargic	0.0
135	427	moribund	0.0
135	427	neophobia (freezing)	0.0
135	427	no balance on bar	2.0
135	427	no bite reflex	2.0
135	427	no leg resistance	1.0
135	427	no reaction to toe pinch	0.0
135	427	paralysis	0.0
135	427	tail suspension: poor or no splay	0.0
135	427	weak grip: bar (fall only)	2.0
135	427	weak grip: grid, forelimb	1.0
135	427	weak grip: hindlimb hang	1.0
135	430	abnormal activity level: excited	0.0
135	430	abnormal activity level: slow	2.0
135	430	abnormal gait	1.0
135	430	abnormal landing from drop	0.0
135	430	abnormal pelvic elevation: high	0.0
135	430	abnormal pelvic elevation: low	1.0
135	430	abnormal posture	0.0
135	430	abnormal tail elevation	0.0
135	430	ataxia	0.0
135	430	bladder	1.0
135	430	blank stare	0.0
135	430	circling	0.0
135	430	clasping  front and back legs	0.0
135	430	clasping back legs	2.0
135	430	clasping front legs	0.0
135	430	convulsions	0.0
135	430	dehydrated	0.0
135	430	delayed hot plate response >5sec	0.0
135	430	doesn't reach for bar	0.0
135	430	doesn't see bar	0.0
135	430	head tilt	0.0
135	430	head-bobbing	0.0
135	430	hunched	0.0
135	430	increased vocalization	0.0
135	430	kyphosis	0.0
135	430	lacks balance on edge of cage	0.0
135	430	lacks righting reflex	0.0
135	430	lacks righting reflex (flipped on back by tail, not contact right reflex)	0.0
135	430	lethargic	0.0
135	430	moribund	0.0
135	430	neophobia (freezing)	2.0
135	430	no balance on bar	1.0
135	430	no bite reflex	2.0
135	430	no leg resistance	1.0
135	430	no reaction to toe pinch	0.0
135	430	paralysis	0.0
135	430	tail suspension: poor or no splay	2.0
135	430	weak grip: bar (fall only)	2.0
135	430	weak grip: grid, forelimb	0.0
135	430	weak grip: hindlimb hang	0.0
135	431	abnormal activity level: excited	0.0
135	431	abnormal activity level: slow	2.0
135	431	abnormal gait	0.0
135	431	abnormal landing from drop	0.0
135	431	abnormal pelvic elevation: high	0.0
135	431	abnormal pelvic elevation: low	0.0
135	431	abnormal posture	0.0
135	431	abnormal tail elevation	0.0
135	431	ataxia	0.0
135	431	bladder	2.0
135	431	blank stare	0.0
135	431	circling	0.0
135	431	clasping  front and back legs	0.0
135	431	clasping back legs	0.0
135	431	clasping front legs	0.0
135	431	convulsions	0.0
135	431	dehydrated	0.0
135	431	delayed hot plate response >5sec	0.0
135	431	doesn't reach for bar	0.0
135	431	doesn't see bar	0.0
135	431	head tilt	0.0
135	431	head-bobbing	0.0
135	431	hunched	0.0
135	431	increased vocalization	0.0
135	431	kyphosis	0.0
135	431	lacks balance on edge of cage	0.0
135	431	lacks righting reflex	0.0
135	431	lacks righting reflex (flipped on back by tail, not contact right reflex)	0.0
135	431	lethargic	0.0
135	431	moribund	0.0
135	431	neophobia (freezing)	0.0
135	431	no balance on bar	0.0
135	431	no bite reflex	2.0
135	431	no leg resistance	1.0
135	431	no reaction to toe pinch	0.0
135	431	paralysis	0.0
135	431	tail suspension: poor or no splay	0.0
135	431	weak grip: bar (fall only)	2.0
135	431	weak grip: grid, forelimb	1.0
135	431	weak grip: hindlimb hang	0.0
135	432	abnormal activity level: excited	0
135	432	abnormal activity level: slow	2
135	432	abnormal gait	0
135	432	abnormal landing from drop	0
135	432	abnormal pelvic elevation: high	0
135	432	abnormal pelvic elevation: low	0
135	432	abnormal posture	1
135	432	abnormal tail elevation	0
135	432	ataxia	0
135	432	bladder	1
135	432	blank stare	1
135	432	circling	0
135	432	clasping  front and back legs	0
135	432	clasping back legs	2
135	432	clasping front legs	0
135	432	convulsions	0
135	432	dehydrated	0
135	432	delayed hot plate response >5sec	1
135	432	doesn't reach for bar	0
135	432	doesn't see bar	0
135	432	head tilt	0
135	432	head-bobbing	0
135	432	hunched	0
135	432	increased vocalization	0
135	432	kyphosis	0
135	432	lacks balance on edge of cage	0
135	432	lacks righting reflex	0
135	432	lacks righting reflex (flipped on back by tail, not contact right reflex)	0
135	432	lethargic	0
135	432	moribund	0
135	432	neophobia (freezing)	2
135	432	no balance on bar	1
135	432	no bite reflex	0
135	432	no leg resistance	1
135	432	no reaction to toe pinch	0
135	432	paralysis	0
135	432	tail suspension: poor or no splay	2
135	432	weak grip: bar (fall only)	0
135	432	weak grip: grid, forelimb	2
135	432	weak grip: hindlimb hang	0
135	433	abnormal activity level: excited	0.0
135	433	abnormal activity level: slow	2.0
135	433	abnormal gait	1.0
135	433	abnormal landing from drop	0.0
135	433	abnormal pelvic elevation: high	0.0
135	433	abnormal pelvic elevation: low	1.0
135	433	abnormal posture	0.0
135	433	abnormal tail elevation	0.0
135	433	ataxia	0.0
135	433	bladder	1.0
135	433	blank stare	0.0
135	433	circling	0.0
135	433	clasping  front and back legs	0.0
135	433	clasping back legs	0.0
